,Filename,Label,Sentence
2819,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"hh-bis) obligation to always have respiratory protective devices with you - with the possibility of making it compulsory to use them in indoor places other than private homes and in all outdoor places with the exception of cases in which - due to the characteristics of the places or the factual circumstances - the condition of isolation from non-cohabiting people is continuously guaranteed - and in any case without prejudice to the anti-contagion protocols and guidelines envisaged for economic activities - productive - administrative and social - as well as the guidelines for the consumption of food and beverages - being excluded from these obligations: 1) subjects who are practicing sporting activities; 2) children under the age of six; 3 ) subjects with pathologies or disabilities incompatible with the use of the mask - as well as those who, in order to interact with the aforementioned compatibility."
2820,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,3.
2821,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"For the duration of the emergency referred to in paragraph 1-, the carrying out of activities not subject to suspension as a result of the application of measures referred to in this article may be imposed - where this is absolutely necessary to ensure their effectiveness 'and public utility' - by provision of the prefect - hired after hearing - without formalitiesa'- the social partners concerned."
2822,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,'--------------- UPDATE (1) The D.L.
2823,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"March 17, 2020 - n. 18 converted with amendments by Law April 24, 2020 - n. 27 - provided (with art."
2824,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"14 - paragraph 1) that ""The measure referred to in article 1- paragraph 2- letter d) - of the decree-law 25 March 2020- n. 19- does not apply: a) to healthcare professionals; b) to operators of essential public services; c) employees of companies operating in the production and dispensing of drugs - medical and diagnostic devices as well as \ 'related research activities and integrated supply chain for subcontractors."
2825,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2826,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,1-bis (((Extraordinary exemptions regarding the resumption of collection activities).))
2827,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,((1.
2828,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,INDUSTRIAL POLICY,Due to the needs of food supply - throughout the national territory - limited to the territory of the municipality of residence or residence and in compliance with current legislation - the activities of hand-picking of agricultural and wild non-wood products are permitted - provided that they are carried out individually)).
2829,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2830,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,2 Implementation of containment measures 1.
2831,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The measures referred to in Article 1 are adopted with one or more decrees of the President of the Council of Ministers - on the proposal of the Minister of Health - after consulting the Minister of the Interior - the Minister of Defense - the Minister of Economy and finance and the other ministers competent for the matter - as well as the presidents of the regions concerned - in the event that they exclusively concern a region or some specific regions - or the President of the Conference of Regions and Autonomous Provinces - in the event that they concern the entire National territory.
2832,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The decrees referred to in this paragraph may also be adopted on the proposal of the presidents of the regions concerned - in the event that they exclusively concern a region or some specific regions - or of the President of the Conference of Regions and autonomous provinces - in the event that concern the entire national territory - after consulting the Minister of Health - the Minister of the Interior - the Minister of Defense - the Minister of Economy and Finance and the other ministers competent for the matter.
2833,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,((The President of the Council of Ministers or a Minister delegated by him illustrates in advance to the Chambers the content of the measures to be adopted pursuant to this paragraph - in order to take into account any guidelines formulated by them; where this is not possible - for reasons of urgency connected to the nature of the measures to be adopted - refers to the Chambers pursuant to paragraph 5 - second sentence)).
2834,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"For the technical-scientific profiles and the assessments of adequacy and proportionality - the measures referred to in this paragraph are adopted after hearing - as a rule - the ((Technical-scientific Committee)) referred to in the ordinance of the Head of the Protection Department February 3, 2020- no. 630 ((- published in the Official Gazette no. 32 of February 8, 2020))."
2835,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,'2.
2836,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"Pending the adoption of the decrees of the President of the Council of Ministers referred to in paragraph 1 and with limited effectiveness until that moment - in cases of extreme necessity and urgency for supervening situations, the measures referred to in Article 1 may be adopted by the Minister of Health pursuant to article 32 of law no. 833 of 23 December 1978."
2837,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,3.
2838,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"Without prejudice to the effects produced and the acts adopted on the basis of the decrees and ordinances issued pursuant to the decree-law February 23, 2020- n. 6- converted- with amendments- by the law March 5, 2020- n. 13- or to pursuant to article 32 of law no. 833 of 23 December 1978."
2839,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The measures already adopted with the decrees of the President of the Council of Ministers adopted on 8 March 2020 - 9 March 2020 - 11 March 2020 and 22 March 2020 ((- published respectively in the Official Gazette no. 59 of 8 March 2020- no. 62 of 9 March 2020- no. 64 of 11 March 2020 and no. 76 of 22 March 2020- as)) still in force at the date of entry into force of this decree.
2840,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The other measures ((...)) still in force on the same date continue to apply for a further ten days.
2841,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,4.
2842,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"For the acts adopted pursuant to this decree, the terms for the preventive control of the Court of Auditors - referred to in article 27 - paragraph 1- of the law 24 November 2000 - no. 340 - are halved."
2843,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"In any case, the measures adopted in implementation of this decree - during the course of the preventive control phase of the Court of Auditors - are provisionally effective-executors and executives - pursuant to articles 21-bis- 21-ter and 21-quater of the law of 7 August 1990- n. 241."
2844,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,5.
2845,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The provisions issued in implementation of this article are published in the Official Gazette of the Italian Republic and communicated to the Chambers within the day following their publication.
2846,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The President of the Council of Ministers or a Minister delegated by him reports every fifteen days to the Chambers on the measures adopted pursuant to this decree.
2847,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,(3) -------------- UPDATE (3) The D.L.
2848,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"May 16, 2020- n. 33 has provided (with art."
2849,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,1- paragraph 1) that starting from 18 May 2020 all the restrictive measures of circulation within the regional territory referred to in articles 2 and 3 of this provision cease to have effect - and such measures may be adopted or repeated - in pursuant to the same articles 2 and 3 - only with reference to specific areas of the same territory affected by a particular worsening of the epidemiological situation.
2850,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2851,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,3 Urgent measures of a regional or infraregional nature 1.
2852,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,INDUSTRIAL POLICY,Pending the adoption of the decrees of the President of the Council of Ministers referred to in article 2 - paragraph 1- and with limited effectiveness up to that moment - the regions - in relation to specific supervening situations of aggravation of the health risk occurred in their territory or part of it - may introduce further restrictive measures with respect to those currently in force - among those referred to in article 1- paragraph 2 - exclusively in the context of the activities within their competence and without incision of production and those of strategic importance for the national economy.
2853,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,'2.
2854,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,'((PARAGRAPH ABROGATED BY D.L.
2855,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,16 JULY 2020- No. 76)).
2856,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,3.
2857,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The provisions of this article also apply to the acts put in place for health reasons by virtue of the powers attributed by each provision of the previous law.
2858,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,'(3) -------------- UPDATE (3) The D.L.
2859,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"May 16, 2020- n. 33 has provided (with art."
2860,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"1- paragraph 1) that starting from 18 May 2020 all the restrictive measures of circulation within the regional territory referred to in articles 2 and 3 of this provision cease to have effect - and such measures may be adopted or repeated - in pursuant to the same articles 2 and 3 - only with reference to specific areas of the same territory affected by a particular worsening of the epidemiological situation. """
2861,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2862,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,4 Sanctions and controls 1.
2863,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"Unless the fact constitutes a crime - failure to comply with the containment measures referred to in article 1- paragraph 2- identified and applied with the measures adopted pursuant to article 2- paragraphs 1 and 2- or article 3- is punished with the administrative sanction of the payment of a sum from € 400 to € 1,000 and the contraventions provided for in article 650 of the criminal code or any other provision of law conferring powers for health reasons are not applied. referred to in Article 3- paragraph 3."
2864,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"If failure to comply with the aforementioned measures occurs through the use of a vehicle, the penalty envisaged in the first period is increased up to a third."
2865,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,2.
2866,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,In the cases referred to in article 1- paragraph 2- letters i) - m) - p) - u) - v) - z) and aa) - the additional administrative sanction of the closure of the business or of the 'activity from 5 to 30 days.
2867,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,3.
2868,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The provisions of sections I and II of chapter I of the law 24 November 1981- n. 689- as compatible.
2869,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"For the reduced payment, article 202 - paragraphs 1- 2 and 2.1 - of the Highway Code - referred to in Legislative Decree 30 April 1992 - no. 285 applies."
2870,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The sanctions for violations of the measures referred to in Article 2 - paragraphs 1 and 2 - are imposed by the Prefect.
2871,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The sanctions for violations of the measures referred to in Article 3 are imposed by the authorities who have ordered them.
2872,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Article 103 of the decree-law 17 March 2020 - no. 18 - converted - with amendments - by law 24 April 2020 - no. 27 is applied to the related proceedings.
2873,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,4.
2874,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Upon ascertaining the violations referred to in paragraph 2 - where necessary to prevent the continuation or repetition of the violation - the investigating body may order the provisional closure of the business or exercise for a period not exceeding to 5 days.
2875,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The period of provisional closure is deducted from the corresponding ancillary sanction definitively imposed - at the time of its execution.
2876,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,5.
2877,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,In case of repeated violazione of the provision referred to in paragraph 1- the administrative sanction is doubled and the ancillary one is applied to the maximum extent.
2878,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,6.
2879,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Unless the fact constitutes a violation of article 452 of the penal code or in any case a more serious crime - the violation of the measure referred to in article 1- paragraph 2- letter e) - is punished pursuant to article 260 of the decree of 27 July 1934 - no. 1265 - Consolidated text of health laws - as amended by paragraph 7.
2880,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,7.
2881,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"In the first paragraph of article 260 of the royal decree of 27 July 1934 - no. 1265 - Consolidated text of health laws - the words"" with arrest for up to six months and with a fine of between 40,000 and 800,000 lire ""are replaced from the following: ""with arrest from 3 months to 18 months and with a fine of between € 500 and € 5,000""."
2882,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,8.
2883,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The provisions of this article which replace criminal sanctions with administrative sanctions also apply to violations committed prior to the date of entry into force of this decree - but in such cases the administrative sanctions are applied to the minimum extent reduced by half.
2884,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The provisions of articles 101 and 102 of the legislative decree 30 December 1999- n. 507.
2885,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,9.
2886,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The Prefect - informing the Minister of the Interior in advance - ensures the execution of the measures by making use of the Police Forces - of the personnel of the municipal police corps with the qualification of public security officer and - where necessary - of the Armed Forces - after hearing the competent territorial commands.
2887,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The personnel of the Armed Forces employed - subject to the provision of the competent Prefect - to ensure the execution of the containment measures referred to in Articles 1 and 2 are assigned the status of public security officer.
2888,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"The prefect ensures the implementation of containment measures in the workplace, also making use of the inspection staff of the local health authority competent for the territory and the National Labor Inspectorate limited to his / her competences in the field of health and safety in the workplace ."
2889,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,((16)) --------------- UPDATE (16) The D.L.
2890,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"March 24, 2022- n. 24 provided (with art."
2891,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,"11 - paragraph 2) that ""Article 4 of the decree-law 25 March 2020- n. 19 - converted - with modifications - by the law 22 May 2020- n. 35- and article 2 of the decree-law 16 May 2020 - n. 33 - converted - with amendments - by law 14 July 2020 - n. 74 - continue to be applied in cases where current provisions make express reference to them ""."
2892,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2893,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,4-bis (((Extension of treatment plans).))
2894,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,((1.
2895,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,SOCIAL WELFARE POLICY,"Therapeutic plans that include the supply of prostheses - orthoses - aids and devices necessary for the prevention - correction or compensation of impairments or disabilities - for the enhancement of skills as well as for the promotion of the client's autonomy - expiring during the state of emergency approved by the Council of Ministers on January 31, 2020 - are extended for a further ninety days."
2896,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The new treatment plans are authorized on the basis of simplified protocols and procedures established by the regions)).
2897,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2898,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,5 Final provisions 1.
2899,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The following are repealed: a) the decree-law 23 February 2020- no. 6 - converted - with amendments - by the law 5 March 2020- no. 13- with the exception of articles 3- paragraph 6-bis- and 4; b) l 'article 35 of the decree-law 2 March 2020- n. 9.
2900,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,2.
2901,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The provisions of this decree apply to the Regions with special statutes and to the Autonomous Provinces of Trento and Bolzano in accordance with the respective statutes and the relative implementation regulations.
2902,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,((3.
2903,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The implementation of this decree must not result in new or greater charges for public finance.
2904,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,The administrations concerned shall carry out the activities envisaged by the same decree through the use of the human-instrumental and financial resources available under current legislation)).
2905,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Art.
2906,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,6 Entry into force 1.
2907,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,This decree enters into force on the day following that of its publication in the Official Gazette of the Italian Republic and will be presented to the Chambers for conversion into law.
2908,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,This decree - bearing the seal of the State - will be included in the Official Collection of legislative acts of the Italian Republic.
2909,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Anyone responsible is obliged to observe it and have it observed.
2910,008_IT_2020-03-25_2022-05-13_14:45:34.4.txt,NONE,Given in Rome - on 25 March 2020 MATTARELLA Conte - President of the Council of Ministersnistri Speranza- Minister of Health Bonafede- Minister of Justice Gualtieri- Minister of Economy and Finance
2911,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,"Decree No. 2020-197 of March 5, 2020 relating to the sale prices of hydro-alcoholic gels Last update of the data for this text: March 24, 2020 NOR: ECOC2006574D The Prime Minister - On the report of the Minister of economy and finance - Having regard to the Civil Code - in particular its article 1; Having regard to the Commercial Code - in particular the third paragraph of its article L. 410-2; Having regard to Decree No. 2014-1627 of December 26, 2014 relating to the terms organization of remote deliberations of administrative bodies of a collegial nature; Considering the referral to the National Consumer Council dated March 4, 2020; The Council of State (finance section) heard - Considering the urgency - Decrees: Article 1 (repealed) Repealed by Decree No. 2020-293 of March 23, 2020 - art."
2912,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,13 (Ab) I.
2913,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,"- The provisions of this article are applicable until May 31, 2020 to the sale of hydro-alcoholic gels intended for personal hygiene - whatever their trade name."
2914,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,I.
2915,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,PRICE CONTROL,- The retail prices of the products mentioned in I cannot exceed: 1° For containers corresponding to a volume less than or equal to 50ml - 40 euros per liter all taxes included - i.e. a unit price per bottle of 50ml maximum 2 euros all taxes included; 2° For containers corresponding to a volume greater than 50ml and less than or equal to 100ml - 30 euros all taxes included per liter - i.e. a maximum unit price per 100ml bottle of 3 euros all taxes included; 3° For containers corresponding to a volume greater than 100ml and less than or equal to 300ml - 16 euros and seventy cents all taxes included per liter - i.e. a maximum unit price per 300ml bottle of 5 euros all taxes included; 4° For containers corresponding to a volume greater than 300ml - 15 euros all taxes included - i.e. a maximum unit price per one-liter bottle of 15 euros all taxes included.
2916,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,PRICE CONTROL,Maximum retail price including all taxes (TTC) of hydro-alcoholic gels 50ml or less\t 40 € TTC per liter - i.e. a unit price per bottle of 50ml maximum of 2 euros TTC More than 50ml - up to 100ml included\t €30 including tax per liter - i.e. a unit price per bottle of 100ml maximum of 3 euros including tax More than 100ml - up to 300ml included\t €16-70 including tax per liter - i.e. a unit price per bottle of 300ml maximum of 5 euros including tax More than 300ml\t 15 € including tax per liter - i.e. a unit price per bottle of one liter maximum of 15 euros including tax III.
2917,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,PRICE CONTROL,- The wholesale prices intended for the resale of the products mentioned in I may not exceed: 1° For containers corresponding to a volume less than or equal to 50ml - 30 euros excluding tax per litre; 2° For containers corresponding to a volume greater than 50ml and less than or equal to 100ml - 20 euros excluding tax per litre; 3° For containers corresponding to a volume greater than 100ml and less than or equal to 300ml - 10 euros excluding tax per litre; 4° For containers corresponding to a volume greater than 300ml - 8 euros excluding tax per litre.
2918,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,PRICE CONTROL,"Maximum wholesale price excluding tax (HT) of hydro-alcoholic gels 50ml or less\t 30 € HT per liter More than 50ml- up to 100ml included\t 20 € HT per liter More than 100ml- up to 300ml included\t €10 excl. VAT per liter More than 300ml\t €8 excl. VAT per liter Article 2 (repealed) Repealed by Decree n°2020-293 of March 23, 2020 - art."
2919,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,PRICE CONTROL,13 (Ab) The Minister responsible for the economy may modify by decree the maximum prices mentioned in Article 1 - to take account of changes in the market situation observed in all or part of the territory - within the limit of 'a correction coefficient which cannot be less than 0-5 or greater than 1-5.
2920,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,"Article 3 (repealed) Repealed by Decree n°2020-293 of March 23, 2020 - art."
2921,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,13 (Ab) This decree applies to the sales of products mentioned in I of Article 1 which are made from the date of its entry into force.
2922,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,"Article 4 (repealed) Repealed by Decree n°2020-293 of March 23, 2020 - art."
2923,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,13 (Ab) The provisions of this decree are applicable to Wallis and Futuna.
2924,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,"Article 5 (repealed) Repealed by Decree n°2020-293 of March 23, 2020 - art."
2925,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,13 (Ab) The Minister of Economy and Finance and the Minister of Overseas Territories are responsible - each insofar as they are concerned - with the execution of this decree - which will be published in the Official Journal of the French Republic - and will take effect immediately.
2926,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,"Dated March 5, 2020."
2927,002_FRA_2020-03-05_2022-05-12_11:46:54.0.txt,NONE,Edouard Philippe By the Prime Minister: The Minister of Economy and Finance- Bruno Le Maire The Minister of Overseas Territories- Annick Girardin
2928,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,NONE,"LAW No. 2020-1721 of December 29, 2020 on finance for 2021 (1) NOR: ECOX2023814L ELI: https://www.legifrance.gouv.fr/eli/loi/2020/12/29/ECOX2023814L/jo/ text Alias: https://www.legifrance.gouv.fr/eli/loi/2020/12/29/2020-1721/jo/texte JORF n°0315 of December 30, 2020 Text n° 1 FIRST PART: GENERAL CONDITIONS OF FINANCIAL BALANCE (Articles 1 to 93) SECOND PART MEANS OF PUBLIC POLICIES AND SPECIAL PROVISIONS (Articles 94 to 271) The National Assembly and the Senate have deliberated- The National Assembly has adopted- Considering the decision of the Constitutional Council no. 2020-813 DC of December 28, 2020; The President of the Republic promulgates the law, the content of which follows: the year 2019 and the execution forecast for the year 2020 are as follows: (In points of gross domestic product) Execution 2019\t Execution forecast tion 2020\t Forecast 2021 Structural balance (1)\t - 2-2\t - 0-6\t - 3-8 Cyclical balance (2)\t 0-2\t - 7-2\t - 4- 5 One-off and temporary measures (3)\t - 1-0\t - 3-5\t - 0-2 Actual balance (1 + 2 + 3)\t - 3-0\t - 11-3\t - 8-5 FIRST PART: GENERAL CONDITIONS OF FINANCIAL EQUILIBRIUM (Articles 1 to 93) Title IER: PROVISIONS RELATING TO RESOURCES (Articles 1 to 92) Article I."
2929,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,NONE,- AUTHORIZED TAXES AND RESOURCES A.
2930,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,NONE,- Authorization to collect taxes and products Article 1 I.
2931,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,FISCAL POLICY,- The collection of State resources and taxes of any kind allocated to legal persons other than the State is authorized during the year 2021 in accordance with the laws and regulations and the provisions of this law.
2932,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,NONE,'I.
2933,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,FISCAL POLICY,"- Subject to provisions to the contrary- this law applies: 1° To income tax due for the year 2020 and subsequent years; 2° To corporation tax due in respect of fiscal years ending on or after December 31, 2020; 3° As of January 1, 2021 for other tax provisions."
2934,073_FRA_2020-12-29-part_2022-05-11_10:42:30.0.txt,NONE,Item B.
